N1,A,N2
3822,435,737
3823,204,31
3823,1041,941
3823,4362,3085
3824,3541,2460
3824,329,4816
3824,329,4697
3826,,
3826,,
3826,,
3827,812,11
3827,812,57
3827,812,3372
3828,315,3198
3828,315,4133
3828,315,3955
3829,663,1003
3829,187,2148
3829,187,2920
3830,2414,3206
3830,1495,241
3830,2414,5194
3831,,
3831,,
3831,,
3832,888,83
3832,888,3790
3832,888,3139
3833,4711,4356
3833,2267,197
3833,2267,12
3834,1505,3701
3834,1505,984
3834,1359,2021
3835,204,1525
3835,204,742
3835,204,1324
3836,2679,99
3836,2679,508
3836,2679,99
3837,1271,1643
3837,1271,1195
3837,1271,3092
3838,1518,1000
3838,1518,1498
3838,1518,300
3839,2593,2731
3839,2593,1666
3839,2593,2606
3840,,
3840,,
3840,,
3841,2170,588
3841,1455,4463
3841,3376,1599
3842,663,1622
3842,42,429
3842,42,2453
3843,702,4353
3843,702,399
3843,702,784
3844,2634,3860
3844,2634,4714
3844,2845,2409
3845,578,1382
3845,578,344
3845,578,2287
3846,2461,310
3846,2461,3957
3846,2461,186
3847,2914,1194
3847,2047,4698
3847,2047,4129
3848,329,2300
3848,329,320
3848,448,1456
3849,,
3849,,
3849,,
3850,2414,1012
3850,1161,323
3850,3763,3850
3851,4671,2270
3851,1703,2504
3851,1880,2224
3852,4192,91
3852,4079,4206
3852,1269,1341
3853,578,2045
3853,578,527
3853,578,117
3855,330,4355
3855,183,230
3855,183,1107
3857,24,1493
3857,24,911
3857,24,4423
3858,3147,4784
3858,46,671
3858,46,305
3859,3288,1477
3859,3452,14
3859,3452,1855
3860,2634,307
3860,2634,3054
3860,1859,2882
3861,1571,634
3861,1571,3075
3861,1571,3907
3862,691,1733
3862,2814,86
3862,2814,2095
3863,1879,1832
3863,1879,4944
3863,1879,1486
3865,556,1428
3865,556,2536
3865,1732,3302
3866,35,1451
3866,360,3170
3866,35,4951
3869,148,700
3869,148,1421
3869,977,245
3870,398,14
3870,398,5113
3870,398,3081
3871,2772,1648
3871,556,37
3871,556,2587
3872,2370,22
3872,286,2228
3872,2370,3573
3873,1269,1205
3873,2713,112
3873,2713,394
3874,3371,626
3874,1885,3594
3874,355,3909
3875,,
3875,,
3875,,
3876,286,581
3876,905,558
3876,905,1610
3877,204,26
3877,102,1864
3877,204,2887
3878,5092,117
3878,4235,557
3878,4235,308
3879,3371,320
3879,3371,468
3879,3371,559
3880,,
3880,,
3880,,
3881,2362,752
3881,24,637
3881,2362,349
3882,568,3768
3882,568,497
3882,568,2423
3883,35,265
3883,35,698
3883,35,1194
3884,42,745
3884,42,387
3884,42,29
3885,888,4209
3885,888,3227
3885,888,2617
3886,1467,3212
3886,1467,2269
3886,1467,432
3887,3825,4417
3887,3825,0
3887,3825,3167
3888,68,1623
3888,68,29
3888,68,1477
3889,,
3889,,
3889,,
3890,286,1835
3890,4079,2997
3890,286,2028
3891,888,2269
3891,888,957
3891,888,1340
3892,,
3892,,
3892,,
3893,663,1263
3893,663,4960
3893,663,11
3894,3427,3252
3894,225,4661
3894,3427,4765
3895,329,18
3895,329,2055
3895,329,793
3896,,
3896,,
3896,,
3897,68,4065
3897,2160,5091
3897,68,3420
3898,,
3898,,
3898,,
3899,42,22
3899,42,662
3899,42,198
3900,2370,22
3900,866,92
3900,2370,1185
3901,,
3901,,
3901,,
3902,330,761
3902,330,3269
3902,330,352
3903,2525,503
3903,2525,682
3903,2525,1333
3904,24,1170
3904,319,3218
3904,319,2645
3905,4562,1123
3905,4562,608
3905,4562,473
3906,3388,1634
3906,3388,82
3906,3388,1300
3907,579,342
3907,579,38
3907,579,1
3908,,
3908,,
3908,,
3909,355,188
3909,355,633
3909,355,2991
3910,435,4216
3910,435,701
3910,435,249
3911,204,3573
3911,3151,1596
3911,3151,71
3912,225,3665
3912,1751,18
3912,1271,2055
3913,416,3093
3913,416,2552
3913,416,2127
3914,35,132
3914,116,1038
3914,116,2472
3916,3133,2205
3916,3133,1608
3916,3133,1551
3917,1455,1440
3917,292,34
3917,292,700
3918,4006,2451
3918,4006,4149
3918,4006,1608
3919,,
3919,,
3919,,
3920,4014,4708
3920,2932,1670
3920,2932,2816
3921,2260,376
3921,2260,87
3921,2260,2204
3922,,
3922,,
3922,,
3923,1128,1734
3923,5118,74
3923,1128,802
3924,398,1367
3924,526,859
3924,526,538
3925,,
3925,,
3925,,
3926,,
3926,,
3926,,
3927,815,1525
3927,815,989
3927,815,2173
3928,556,200
3928,1219,3306
3928,1219,2843
3929,362,2141
3929,362,57
3929,556,4268
3930,1077,867
3930,1077,95
3930,68,1117
3931,1041,2687
3931,1041,3400
3931,1041,2459
3932,187,1103
3932,187,2
3932,2260,3609
3933,3297,1255
3933,24,2538
3933,3297,1177
3934,2455,3934
3934,1370,1152
3934,1370,4434
3935,2949,1589
3935,2949,2802
3935,2949,2202
3936,35,21
3936,35,544
3936,35,1099
3937,2376,1409
3937,2376,436
3937,1116,1062
3938,,
3938,,
3938,,
3939,448,1874
3939,448,600
3939,1155,1343
3940,762,19
3940,578,3882
3940,2414,3850
3941,,
3941,,
3941,,
3943,329,105
3943,360,264
3943,329,592
3944,1746,248
3944,46,638
3944,187,1424
3945,4712,2868
3945,4712,3499
3945,4712,773
3946,2376,1409
3946,2376,938
3946,2376,270
3947,1818,20
3947,1818,3053
3947,1818,1949
3948,758,1025
3948,758,941
3948,758,410
3949,444,1115
3949,329,30
3949,444,781
3950,1164,1129
3950,1164,3950
3950,330,95
3951,,
3951,,
3951,,
3952,150,1916
3952,4586,879
3952,150,588
3953,444,4839
3953,435,156
3953,435,828
3954,,
3954,,
3954,,
3955,1384,590
3955,315,680
3955,1425,1633
3956,866,2088
3956,605,1369
3956,605,626
3957,2461,274
3957,1657,922
3957,2461,783
3958,2845,882
3958,68,3486
3958,68,281
3959,812,1094
3959,4601,624
3959,4601,3216
3960,605,670
3960,605,190
3960,605,4176
3961,362,1687
3961,362,660
3961,362,723
3962,4406,2581
3962,24,4018
3962,1772,746
3963,1219,1478
3963,1219,3305
3963,1219,1114
3964,286,3876
3964,3352,20
3964,286,1694
3965,,
3965,,
3965,,
3966,68,530
3966,702,43
3966,702,4886
3967,,
3967,,
3967,,
3968,102,885
3968,2513,2528
3968,2513,371
3970,330,4112
3970,330,1001
3970,330,1243
3971,2513,3522
3971,2513,774
3971,2513,2934
3972,663,34
3972,663,1080
3972,663,1438
3973,2634,490
3973,2634,3626
3973,2634,3973
3974,921,1064
3974,46,797
3974,46,1547
3975,1332,2499
3975,1332,3154
3975,1332,0
3976,691,1656
3976,691,365
3976,187,3286
3977,,
3977,,
3977,,
3978,3352,279
3978,3352,4771
3978,3352,3964
3979,1086,123
3979,1086,2100
3979,1086,212
3980,183,1314
3980,183,2936
3980,2047,4698
3981,1271,1520
3981,1271,1345
3981,1271,117
3982,1332,897
3982,1332,2530
3982,2170,4322
3984,3512,2549
3984,46,2214
3984,46,2336
3985,42,506
3985,42,1313
3985,42,2078
3986,526,1861
3986,204,1122
3986,204,2216
3987,,
3987,,
3987,,
3988,292,1170
3988,292,4087
3988,292,2031
3989,,
3989,,
3989,,
3990,1772,2323
3990,1772,310
3990,1772,2616
3991,102,696
3991,102,2071
3991,1518,2139
3992,762,2850
3992,762,2818
3992,762,4049
3993,2845,489
3993,2845,5106
3993,2845,836
3994,4362,3823
3994,4088,912
3994,4362,493
3995,568,767
3995,2455,1018
3995,568,280
3996,1934,1832
3996,1934,180
3996,1934,1921
3997,1505,3834
3997,1505,1218
3997,1505,1896
3998,3630,516
3998,3630,98
3998,3630,1417
3999,330,4515
3999,116,2981
3999,330,490
4000,556,2314
4000,319,147
4000,319,34
4001,578,807
4001,691,3106
4001,691,734
4002,3033,4002
4002,3033,656
4002,3069,2492
4003,,
4003,,
4003,,
4004,1128,4216
4004,3147,4784
4004,3147,389
4005,1772,2616
4005,24,2645
4005,24,2218
4007,901,13
4007,3854,1940
4007,3854,4691
4008,24,3235
4008,24,1247
4008,24,664
4009,,
4009,,
4009,,
4010,35,4200
4010,35,2567
4010,35,2133
4011,2170,47
4011,2170,1134
4011,2170,3841
4012,225,229
4012,225,3327
4012,4550,718
4013,2226,4587
4013,2226,377
4013,2226,4668
4015,,
4015,,
4015,,
4016,116,65
4016,116,65
4016,116,1040
4017,2769,2853
4017,2769,2581
4017,2769,4140
4018,601,3219
4018,363,78
4018,24,2294
4019,363,589
4019,363,3223
4019,691,3523
4020,2745,4901
4020,330,1900
4020,4415,145
4021,3096,4030
4021,3096,1985
4021,3096,924
4022,1161,1255
4022,1161,1919
4022,1161,414
4023,2768,3643
4023,2768,4023
4023,1732,20
4024,46,502
4024,46,4356
4024,46,1525
4025,540,3233
4025,540,558
4025,540,2381
4026,444,2770
4026,329,1504
4026,329,619
4027,3151,125
4027,3151,269
4027,3151,202
4028,3288,451
4028,3288,211
4028,3288,282
4029,3718,1350
4029,3718,2159
4029,3718,598
4030,3096,2164
4030,3096,1985
4030,3096,2485
4031,1868,220
4031,1868,2667
4031,225,316
4032,46,483
4032,68,2665
4032,46,2344
4033,3096,87
4033,3096,3202
4033,3096,1187
4034,2376,2539
4034,150,3728
4034,2376,505
4035,398,3099
4035,398,2403
4035,398,4608
4036,,
4036,,
4036,,
4037,2260,1577
4037,187,577
4037,2260,2248
4038,46,3191
4038,532,1782
4038,532,25
4039,,
4039,,
4039,,
4040,1161,746
4040,1161,3055
4040,1161,374
4041,24,1648
4041,24,2441
4041,24,1149
4042,292,118
4042,292,2421
4042,982,1162
4043,174,2561
4043,174,2543
4043,174,246
4044,,
4044,,
4044,,
4045,556,1683
4045,762,3236
4045,762,1122
4046,2914,2382
4046,2914,471
4046,2914,1723
4047,42,562
4047,42,126
4047,42,384
4048,355,212
4048,355,1293
4048,355,824
4049,762,1652
4049,2634,3860
4049,2634,3844
4050,2799,661
4050,2799,1621
4050,2799,661
4051,35,1803
4051,997,1822
4051,42,2308
4052,3146,984
4052,3864,4052
4052,3864,1399
4053,286,191
4053,286,609
4053,286,13
4054,2415,1198
4054,2455,266
4054,2455,4790
4055,,
4055,,
4055,,
4056,,
4056,,
4056,,
4057,888,2163
4057,1972,541
4057,888,1064
4059,1303,3066
4059,1303,82
4059,1303,3243
4060,187,860
4060,187,1121
4060,187,3755
4061,3069,4002
4061,3069,4002
4061,2679,173
4062,,
4062,,
4062,,
4063,286,802
4063,286,1449
4063,286,2666
4064,1329,3508
4064,116,242
4064,1329,371
4065,1024,2749
4065,702,4719
4065,1024,3119
4066,3718,112
4066,3718,2159
4066,3718,4066
4067,2002,1902
4067,2002,483
4067,2002,2443
4068,35,2351
4068,35,629
4068,4079,3328
4069,,
4069,,
4069,,
4070,286,1094
4070,329,2345
4070,329,5136
4072,478,2547
4072,478,74
4072,478,431
4073,68,1008
4073,4193,202
4073,4193,4551
4074,,
4074,,
4074,,
4075,319,1058
4075,319,2158
4075,319,3760
4076,556,1009
4076,2002,133
4076,2002,334
4077,174,2413
4077,174,1889
4077,850,1411
4078,24,2508
4078,24,1964
4078,24,1789
4080,319,2608
4080,319,817
4080,319,520
4081,,
4081,,
4081,,
4082,1237,93
4082,2415,2524
4082,2415,2152
4083,363,231
4083,363,357
4083,363,79
4084,,
4084,,
4084,,
4085,4396,2243
4085,1467,889
4085,4396,1968
4086,,
4086,,
4086,,
4087,997,160
4087,292,412
4087,292,1018
4089,1229,5156
4089,758,828
4089,286,3101
4090,35,1561
4090,46,1143
4090,46,4012
4091,,
4091,,
4091,,
4092,1879,1316
4092,1879,3113
4092,1879,1537
4093,,
4093,,
4093,,
4094,,
4094,,
4094,,
4095,3041,4805
4095,3041,4479
4095,3041,3321
4096,2461,2055
4096,2461,3155
4096,2461,314
4097,35,3644
4097,444,3697
4097,35,2929
4098,,
4098,,
4098,,
4099,,
4099,,
4099,,
4100,3030,103
4100,3030,242
4100,3030,83
4101,579,2894
4101,579,113
4101,579,17
4102,3718,3557
4102,3718,2206
4102,3718,2088
4103,435,2953
4103,1603,1096
4103,1603,2605
4104,2252,3750
4104,2252,1021
4104,3354,4104
4105,435,1149
4105,435,33
4105,435,652
4106,556,37
4106,398,200
4106,556,3929
4107,779,3542
4107,779,457
4107,779,439
4108,758,3948
4108,478,3161
4108,183,266
4109,1657,1813
4109,532,1743
4109,532,599
4110,888,2339
4110,888,1346
4110,888,107
4111,478,904
4111,3541,1395
4111,3942,271
4112,1885,1364
4112,1885,4775
4112,68,4354
4113,5071,128
4113,5071,1969
4113,46,5028
4114,3630,4897
4114,3630,1417
4114,3630,1872
4115,35,530
4115,46,560
4115,187,117
4116,1746,2315
4116,1746,99
4116,1746,3252
4117,,
4117,,
4117,,
4118,762,2804
4118,3297,4118
4118,762,1251
4119,,
4119,,
4119,,
4120,187,3005
4120,1164,2005
4120,1164,155
4121,398,967
4121,398,1893
4121,398,32
4122,2362,128
4122,24,1965
4122,2362,2141
4123,24,2332
4123,24,651
4123,24,498
4124,1229,4924
4124,1229,1526
4124,1229,413
4125,,
4125,,
4125,,
4126,1384,1171
4126,1384,787
4126,1384,1776
4127,3069,1209
4127,806,863
4127,1271,450
4128,2881,1377
4128,1237,2171
4128,2881,392
4129,204,712
4129,2047,962
4129,204,353
4130,,
4130,,
4130,,
4131,1164,140
4131,1164,2005
4131,355,763
4132,,
4132,,
4132,,
4133,1425,1730
4133,1425,2237
4133,315,679
4134,556,1336
4134,556,2263
4134,702,1463
4135,315,3574
4135,1332,3138
4135,3146,488
4136,2869,2994
4136,3825,1351
4136,2869,2994
4137,2142,2979
4137,1155,1079
4137,1425,569
4138,1505,597
4138,1505,4757
4138,1505,2085
4139,24,1081
4139,24,2956
4139,24,3233
4140,2769,180
4140,2769,907
4140,2769,279
4141,812,516
4141,812,1708
4141,812,96
4142,,
4142,,
4142,,
4143,949,112
4143,949,2892
4143,866,1953
4144,183,92
4144,183,3240
4144,183,2156
4145,3825,4503
4145,3825,1083
4145,3825,4136
4146,1505,2722
4146,1505,625
4146,1505,1683
4147,1934,2600
4147,1934,2054
4147,1934,29
4148,1400,55
4148,1128,4128
4148,1128,389
4149,4006,1608
4149,4006,923
4149,4006,923
4150,24,739
4150,24,2750
4150,24,706
4151,693,353
4151,693,54
4151,693,1420
4152,,
4152,,
4152,,
4153,174,2356
4153,174,2085
4153,174,821
4154,292,893
4154,2281,678
4154,2281,165
4155,1879,1067
4155,1879,2590
4155,1879,211
4156,187,3787
4156,187,1103
4156,68,784
4158,3354,1967
4158,3354,978
4158,3354,87
4159,1915,766
4159,1915,70
4159,1915,2543
4160,292,1735
4160,292,13
4160,292,716
4161,2170,2129
4161,2170,3724
4161,3146,1937
4162,2709,2166
4162,2709,2006
4162,2709,2166
4163,3576,285
4163,3576,5153
4163,3576,2127
4164,1868,4963
4164,444,793
4164,3201,447
4165,3345,4165
4165,2525,322
4165,3345,3381
4166,605,907
4166,605,4170
4166,605,1546
4167,1441,233
4167,1441,3064
4167,1441,1199
4168,2047,2197
4168,3619,3207
4168,2047,1360
4169,4236,2459
4169,4236,1676
4169,4236,2937
4170,605,3378
4170,605,328
4170,2406,323
4171,4416,679
4171,4416,629
4171,4416,5001
4172,982,2668
4172,982,2091
4172,982,942
4173,46,936
4173,46,161
4173,46,742
4174,1455,4
4174,3868,936
4174,315,679
4175,,
4175,,
4175,,
4176,605,904
4176,605,4170
4176,1703,401
4177,355,677
4177,355,4982
4177,355,1929
4178,3598,618
4178,3598,4532
4178,815,247
4179,1441,1163
4179,1441,284
4179,1441,1047
4180,943,65
4180,943,1285
4180,943,56
4181,329,2365
4181,329,754
4181,329,248
4182,1571,474
4182,1571,4182
4182,1571,1994
4183,540,3251
4183,540,2472
4183,540,534
4184,373,1975
4184,373,1057
4184,4058,4926
4185,362,4986
4185,225,1604
4185,46,3974
4186,1213,1323
4186,1213,123
4186,1213,4992
4187,1041,4807
4187,1507,703
4187,1507,1916
4188,2260,2893
4188,568,1348
4188,2260,2496
4189,,
4189,,
4189,,
4190,901,1266
4190,850,987
4190,850,987
4191,183,283
4191,183,1780
4191,183,224
4194,,
4194,,
4194,,
4196,1885,2
4196,1885,3078
4196,758,1794
4197,663,2807
4197,46,2053
4197,3582,4466
4198,1186,1143
4198,1186,1527
4198,1186,0
4199,,
4199,,
4199,,
4200,753,331
4200,35,2116
4200,35,670
4201,1161,1866
4201,556,2314
4201,556,3959
4202,204,492
4202,204,1254
4202,204,10
4203,1332,29
4203,3376,836
4203,3376,5045
4204,355,2991
4204,355,3874
4204,355,1816
4205,4258,93
4205,4258,2377
4205,4258,2377
4206,1507,3477
4206,1507,2014
4206,46,1966
4207,,
4207,,
4207,,
4208,3033,4002
4208,3033,4208
4208,3033,114
4209,888,440
4209,888,1939
4209,1467,2465
4210,,
4210,,
4210,,
4211,35,198
4211,35,3644
4211,35,654
4212,35,1315
4212,35,1228
4212,3030,1132
4213,42,1141
4213,42,4610
4213,578,2467
4214,2142,1701
4214,1425,323
4214,1425,2507
4215,2593,87
4215,2593,4244
4215,2593,1666
4216,435,551
4216,292,14
4216,435,2032
4217,2679,2198
4217,2679,3240
4217,2679,508
4218,,
4218,,
4218,,
4219,1455,1258
4219,1455,1593
4219,395,867
4220,,
4220,,
4220,,
4221,578,519
4221,578,641
4221,578,1157
4222,2799,2638
4222,1505,2323
4222,1505,826
4223,,
4223,,
4223,,
4224,435,246
4224,435,414
4224,435,4023
4225,,
4225,,
4225,,
4226,605,1138
4226,605,1369
4226,605,2150
4227,526,1240
4227,526,399
4227,526,3561
4228,3133,2205
4228,2593,2731
4228,3133,87
4229,812,1837
4229,905,1568
4229,812,156
4230,540,3251
4230,540,1698
4230,540,17
4231,68,1649
4231,2461,572
4231,68,1864
4232,1467,4390
4232,1467,432
4232,1467,2728
4234,1359,408
4234,1359,911
4234,1359,1160
4237,187,1856
4237,4195,59
4237,187,468
4238,,
4238,,
4238,,
4239,35,1212
4239,601,2250
4239,601,726
4240,,
4240,,
4240,,
4241,24,3462
4241,601,280
4241,24,4122
4242,862,697
4242,204,1363
4242,862,2827
4243,568,838
4243,568,3119
4243,568,130
4244,2593,1369
4244,2593,2259
4244,2593,4228
4245,286,1468
4245,286,2578
4245,286,1520
4246,2289,752
4246,2289,726
4246,2289,2124
4247,977,2237
4247,977,4247
4247,977,2543
4248,5071,3375
4248,5071,2001
4248,5071,1641
4249,,
4249,,
4249,,
4250,1920,2264
4250,1250,1082
4250,1250,646
4251,,
4251,,
4251,,
4252,35,428
4252,35,1733
4252,35,4051
4253,204,476
4253,3253,2665
4253,3253,508
4254,,
4254,,
4254,,
4255,,
4255,,
4255,,
4256,1237,2997
4256,478,74
4256,478,2924
4257,4362,1681
4257,4362,3628
4257,4362,1624
4260,478,126
4260,478,293
4260,478,3970
4261,1934,2074
4261,1934,4750
4261,1934,180
4262,,
4262,,
4262,,
4263,3942,3011
4263,225,184
4263,921,2578
4264,1271,985
4264,1271,1174
4264,1271,1404
4265,540,3874
4265,568,3045
4265,568,2426
4266,4453,2484
4266,4453,4266
4266,395,2460
4267,3253,222
4267,762,272
4267,3253,45
4268,3868,3558
4268,556,4306
4268,3868,934
4269,,
4269,,
4269,,
4270,1868,0
4270,1868,1960
4270,1868,436
4271,2252,327
4271,2593,1147
4271,3354,1670
4272,,
4272,,
4272,,
4273,753,191
4273,753,1534
4273,753,1908
4274,691,1954
4274,691,4810
4274,691,115
4275,1746,288
4275,1746,2016
4275,1746,2487
4276,395,352
4276,187,3114
4276,395,4355
4277,,
4277,,
4277,,
4278,3041,403
4278,806,262
4278,225,1062
4279,3354,697
4279,1077,546
4279,3354,2202
4280,4918,4280
4280,4918,2108
4280,4918,4280
4281,435,3158
4281,526,1736
4281,526,1381
4282,46,193
4282,46,1966
4282,46,793
4283,921,476
4283,1020,2822
4283,1020,3572
4284,,
4284,,
4284,,
4285,3864,3841
4285,315,2249
4285,3864,348
4286,1879,1537
4286,1879,4766
4286,1879,3638
4287,3427,3882
4287,3427,3894
4287,3427,217
4288,2634,2554
4288,2634,1734
4288,2634,3844
4289,,
4289,,
4289,,
4290,2713,457
4290,2713,256
4290,1041,49
4291,2358,512
4291,2358,111
4291,2358,261
4292,286,581
4292,286,1694
4292,286,574
4293,1833,419
4293,1833,464
4293,3512,1942
4294,,
4294,,
4294,,
4295,,
4295,,
4295,,
4296,,
4296,,
4296,,
4297,,
4297,,
4297,,
4298,,
4298,,
4298,,
4299,1970,1198
4299,1970,356
4299,888,4299
4300,663,1183
4300,663,2678
4300,663,971
4301,3201,1080
4301,3201,755
4301,3201,4862
4302,355,2524
4302,355,0
4302,355,211
4303,866,4614
4303,42,1514
4303,866,64
4304,3854,3164
4304,3854,4922
4304,3854,613
4305,,
4305,,
4305,,
4306,556,4000
4306,556,1884
4306,556,991
4307,4936,279
4307,4936,1317
4307,4936,890
4308,758,397
4308,758,667
4308,758,98
4309,315,3273
4309,315,789
4309,315,1633
4310,24,2588
4310,24,1277
4310,905,3379
4311,,
4311,,
4311,,
4312,187,244
4312,187,2063
4312,187,335
4313,292,1479
4313,3763,297
4313,292,4634
4314,,
4314,,
4314,,
4315,3541,1763
4315,3541,4793
4315,762,1652
4316,,
4316,,
4316,,
4317,921,3231
4317,921,1584
4317,921,3974
4318,,
4318,,
4318,,
4319,35,2921
4319,35,534
4319,35,2382
4320,150,1103
4320,150,2529
4320,150,2904
4321,806,4667
4321,762,75
4321,762,4267
4322,2170,1435
4322,2170,177
4322,2170,1611
4323,,
4323,,
4323,,
4324,1384,2982
4324,1384,548
4324,1384,1088
4325,3388,82
4325,3388,750
4325,3388,1103
4326,68,4405
4326,116,193
4326,1818,2792
4327,448,188
4327,3576,5104
4327,448,3961
4328,,
4328,,
4328,,
4329,,
4329,,
4329,,
4330,,
4330,,
4330,,
4332,1161,1866
4332,1161,4690
4332,1161,44
4333,1772,346
4333,1772,4333
4333,1772,1653
4334,2880,4334
4334,444,781
4334,444,207
4335,,
4335,,
4335,,
4336,102,1055
4336,3425,1436
4336,3425,3424
4337,330,266
4337,1024,1374
4337,330,242
4338,579,2500
4338,579,79
4338,579,1580
4339,1370,64
4339,444,2345
4339,1370,476
4340,1614,1718
4340,1614,1952
4340,373,1123
4341,905,2919
4341,905,3697
4341,905,3260
4342,4079,2235
4342,532,4832
4342,532,409
4343,,
4343,,
4343,,
4344,,
4344,,
4344,,
4345,,
4345,,
4345,,
4346,1879,3638
4346,1879,924
4346,3133,2600
4347,,
4347,,
4347,,
4348,3201,2427
4348,3201,283
4348,3201,4498
4350,330,796
4350,330,4889
4350,1237,1403
4351,815,468
4351,3661,2120
4351,691,648
4352,866,1004
4352,35,2342
4352,35,524
4353,702,784
4353,702,43
4353,702,1317
4354,330,1001
4354,68,248
4354,68,3281
4355,395,553
4355,395,838
4355,395,845
4356,4711,2377
4356,4453,3101
4356,4453,1331
4357,702,432
4357,702,740
4357,702,4
4358,3942,1761
4358,3942,2553
4358,3942,1029
4359,3288,3730
4359,3288,8
4359,3288,19
4360,1751,2655
4360,1751,2958
4360,1751,124
4361,,
4361,,
4361,,
4363,2869,2052
4363,2869,1333
4363,2869,1032
4364,753,78
4364,753,2981
4364,753,2133
4365,1467,328
4365,1467,2243
4365,1467,2836
4366,,
4366,,
4366,,
4367,,
4367,,
4367,,
4368,,
4368,,
4368,,
4369,3661,612
4369,3661,391
4369,3661,219
4370,1507,3457
4370,1507,703
4370,1507,674
4371,693,4786
4371,1186,161
4371,693,3231
4372,,
4372,,
4372,,
4373,3425,874
4373,3425,1966
4373,3425,2390
4375,,
4375,,
4375,,
4376,1505,739
4376,1505,4617
4376,1505,157
4377,102,1726
4377,102,107
4377,102,820
4378,4550,718
4378,4550,48
4378,4550,718
4379,3352,1166
4379,3352,279
4379,3352,3964
4380,3345,824
4380,3345,104
4380,3345,2952
4381,982,4458
4381,568,1348
4381,225,6
4382,862,1676
4382,862,791
4382,1441,3015
4383,1441,1597
4383,1441,4627
4383,1441,3064
4384,,
4384,,
4384,,
4385,3345,916
4385,204,1365
4385,204,659
4386,68,783
4386,68,177
4386,102,145
4387,,
4387,,
4387,,
4388,3567,2873
4388,3567,294
4388,3567,40
4390,2260,327
4390,1467,1147
4390,2260,1698
4391,2370,534
4391,2370,2907
4391,2370,654
4392,225,310
4392,225,234
4392,225,377
4393,174,3526
4393,174,408
4393,174,2351
4394,2406,2074
4394,330,74
4394,2406,3744
4395,2252,2205
4395,2252,2609
4395,2252,1461
4397,3041,1924
4397,5163,581
4397,286,1377
4398,1920,671
4398,1920,4398
4398,888,1738
4399,3598,289
4399,3598,219
4399,3598,289
4400,3133,87
4400,3133,4400
4400,3133,2702
4401,,
4401,,
4401,,
4402,,
4402,,
4402,,
4403,,
4403,,
4403,,
4404,330,490
4404,1303,1826
4404,329,23
4405,68,281
4405,1248,2699
4405,1248,804
4407,3867,3217
4407,3619,904
4407,815,371
4408,,
4408,,
4408,,
4409,,
4409,,
4409,,
4410,,
4410,,
4410,,
4411,292,3629
4411,292,3917
4411,292,259
4412,1818,1575
4412,1818,3947
4412,1155,1079
4413,2406,621
4413,2406,1031
4413,2406,1026
4414,2679,4217
4414,815,1510
4414,815,10
4417,532,622
4417,532,155
4417,532,1976
4418,68,1026
4418,68,326
4418,68,2867
4419,1614,1916
4419,663,307
4419,35,421
4420,187,1843
4420,187,582
4420,187,720
4421,,
4421,,
4421,,
4422,1041,377
4422,1041,2347
4422,1041,2542
4423,24,899
4423,24,825
4423,24,591
4424,2320,58
4424,2320,3386
4424,2320,1722
4425,758,2375
4425,1024,5162
4425,1024,310
4426,,
4426,,
4426,,
4427,888,79
4427,42,254
4427,1972,3139
4428,,
4428,,
4428,,
4429,148,3143
4429,148,137
4429,148,793
4430,1571,209
4430,3151,1
4430,3151,1538
4431,,
4431,,
4431,,
4432,556,1099
4432,556,4306
4432,556,452
4433,540,724
4433,1098,2681
4433,362,2141
4434,1370,3474
4434,1370,439
4434,1370,580
4435,1400,168
4435,1400,258
4435,1400,4148
4436,42,3802
4436,395,4355
4436,395,2667
4437,949,1289
4437,1818,788
4437,949,704
4438,905,400
4438,905,4438
4438,905,558
4439,2260,2496
4439,2260,41
4439,2260,1537
4440,3598,618
4440,315,679
4440,3598,3334
4441,,
4441,,
4441,,
4442,286,606
4442,286,3648
4442,4389,1485
4444,,
4444,,
4444,,
4445,1571,868
4445,1571,15
4445,1571,2014
4446,,
4446,,
4446,,
4447,1237,1160
4447,1603,611
4447,1603,4204
4448,3151,269
4448,3151,1262
4448,3151,513
4449,579,525
4449,579,301
4449,850,1889
4450,601,1718
4450,601,405
4450,866,5187
4452,329,1842
4452,329,4493
4452,329,3895
4454,1269,36
4454,1269,672
4454,1269,63
4455,4415,4455
4455,2160,1392
4455,2160,177
4456,,
4456,,
4456,,
4457,,
4457,,
4457,,
4458,982,1292
4458,363,1103
4458,532,125
4459,3224,2042
4459,3199,1340
4459,3199,17
4460,,
4460,,
4460,,
4461,2362,1769
4461,736,115
4461,2362,1185
4462,1024,3052
4462,762,2179
4462,1024,2430
4463,3864,7
4463,3864,4285
4463,3864,1244
4464,,
4464,,
4464,,
4465,1879,3863
4465,1879,2485
4465,1879,4465
4466,3582,880
4466,3582,261
4466,3582,633
4467,,
4467,,
4467,,
4468,46,784
4468,46,2435
4468,1441,4405
4469,,
4469,,
4469,,
4470,,
4470,,
4470,,
4471,,
4471,,
4471,,
4472,395,1813
4472,395,3237
4472,395,987
4473,174,964
4473,174,653
4473,395,3624
4474,,
4474,,
4474,,
4475,,
4475,,
4475,,
4477,35,3077
4477,1359,236
4477,35,190
4478,1384,686
4478,3146,1679
4478,315,1586
4479,3041,3465
4479,3041,3465
4479,3041,472
4480,605,621
4480,2905,2102
4480,2905,2278
4481,1859,338
4481,1859,3652
4481,2772,229
4482,943,1574
4482,943,498
4482,943,1158
4483,,
